HORAS AL MES	DIVISION	AREA DE PERSONAL	SEXO	EDAD DEL EMPLEADO	CATEGORIA	SALARIOS MINIMOS
(210, 240]	SALUD IPS	SUPERVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	COORDINADOR	Femenino	(50 - 60]	Media	(15 - 16]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	PENSIONADOS ACTIVOS	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	CREDITO SOCIAL	ANALISTA I	Femenino	(50 - 60]	Media	(04 - 05]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	REVISOR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	CREDITO SOCIAL	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	CAJERO	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	ADMINISTRACION	REVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	CREDITO SOCIAL	ANALISTA I	Femenino	(50 - 60]	Media	(04 - 05]
(210, 240]	EDUCACION	BIBLORED	Femenino	(50 - 60]	Media	(05 - 06]
(210, 240]	DROGUERIAS	COORDINADOR	Femenino	(50 - 60]	Media	(12 - 13]
(210, 240]	SALUD IPS	SECRETARIA	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	VIVIENDA	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	SUPERVISOR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	JEFES	Femenino	(50 - 60]	Media	(04 - 05]
(210, 240]	RECREACION Y TURISMO	TECNICO	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	ADMINISTRACION	SECRETARIA	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	REVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	ESPECIALISTA	Femenino	(50 - 60]	Media	(12 - 13]
(210, 240]	CREDITO SOCIAL	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	ESPECIALISTA	Femenino	(50 - 60]	Media	(12 - 13]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	LIDER FUNCI MEDICINA	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	COORDINADOR	Femenino	(50 - 60]	Media	(05 - 06]
(210, 240]	CREDITO SOCIAL	REVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	ESPECIALISTA	Femenino	(50 - 60]	Media	(12 - 13]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	ODONTOLOGO	Femenino	(50 - 60]	Media	(04 - 05]
(210, 240]	RECREACION Y TURISMO	COORDINADOR	Femenino	(50 - 60]	Media	(06 - 07]
(210, 240]	SALUD IPS	COORDINADOR	Femenino	(50 - 60]	Media	(14 - 15]
(210, 240]	SUPERMERCADOS	COMPRADOR	Femenino	(50 - 60]	Media	(05 - 06]
(210, 240]	SUPERMERCADOS	COMPRADOR	Femenino	(50 - 60]	Media	(04 - 05]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	JEFES	Femenino	(50 - 60]	Media	(06 - 07]
(210, 240]	SALUD IPS	SUPERVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	AUXILIAR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	ADMINISTRACION	AUDITOR	Femenino	(50 - 60]	Media	(05 - 06]
(210, 240]	ADMINISTRACION	SECRETARIA	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	SECRETARIA	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	COMPRADOR	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	BACTERIOLOGO	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SALUD IPS	COORDINADOR	Femenino	(50 - 60]	Media	(12 - 13]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	COORDINADOR	Femenino	(50 - 60]	Media	(06 - 07]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	SECRETARIA	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	SUPERVISOR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	VIVIENDA	AUXILIAR	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	JEFES	Femenino	(50 - 60]	Media	(14 - 15]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	ANALISTA I	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	VIVIENDA	SECRETARIA	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	JEFES	Femenino	(40 - 50]	Media	(13 - 14]
(210, 240]	SALUD IPS	ANALISTA I	Femenino	(50 - 60]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	EDUCACION	SECRETARIA	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	DROGUERIAS	SECRETARIA	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	SECRETARIA	Femenino	(50 - 60]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	EDUCACION	SECRETARIA	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	DROGUERIAS	ANALISTA I	Femenino	(40 - 50]	Media	(06 - 07]
(210, 240]	SALUD IPS	JEFES	Femenino	(40 - 50]	Media	(05 - 06]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	ADMINISTRACION	SECRETARIA	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	DROGUERIAS	JEFES	Femenino	(40 - 50]	Media	(12 - 13]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	ADMINISTRACION	ANALISTA I	Femenino	(40 - 50]	Media	(04 - 05]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	CREDITO SOCIAL	ANALISTA I	Femenino	(40 - 50]	Media	(04 - 05]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	SECRETARIA	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	VIVIENDA	COORDINADOR	Femenino	(40 - 50]	Media	(06 - 07]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	SECRETARIA	Femenino	(40 - 50]	Media	(05 - 06]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	CREDITO SOCIAL	COORDINADOR	Femenino	(40 - 50]	Media	(05 - 06]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	COCINERO	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	EDUCACION	PROMOTOR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	SALUD IPS	REVISOR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	DROGUERIAS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	SUPERVISOR	Femenino	(30 - 40]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	COMPRADOR	Femenino	(40 - 50]	Media	(05 - 06]
(210, 240]	RECREACION Y TURISMO	SUPERVISOR	Femenino	(40 - 50]	Media	(04 - 05]
(210, 240]	ADMINISTRACION	AUDITOR	Femenino	(40 - 50]	Media	(06 - 07]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Femenino	(40 - 50]	Media	(04 - 05]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	MESERO	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	CAPITAN	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	RECTOR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ALMACENISTA	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	COCINERO	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	RECTOR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	CAPITAN	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(50 - 60]	Media	(02 - 03]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(50 - 60]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	OPERADOR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	ADMINISTRADOR	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	RECREACION Y TURISMO	GERENTE Z1	Masculino	(50 - 60]	Media	(12 - 13]
(210, 240]	RECREACION Y TURISMO	TECNICO	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	AUXILIAR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	SALUD IPS	ADMINISTRADOR	Masculino	(40 - 50]	Media	(05 - 06]
(210, 240]	EDUCACION	DOCENT COL COLSU 1-2	Masculino	(50 - 60]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(50 - 60]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	ANALISTA II	Masculino	(50 - 60]	Media	(06 - 07]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	REVISOR	Masculino	(50 - 60]	Media	(02 - 03]
(210, 240]	EDUCACION	CONDUCTOR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	FOSFEC	REVISOR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	TECNICO	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	COMPRADOR	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	SUPERVISOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	CREDITO SOCIAL	GESTOR	Masculino	(40 - 50]	Media	(07 - 08]
(210, 240]	VIVIENDA	COORDINADOR	Masculino	(40 - 50]	Media	(06 - 07]
(210, 240]	SALUD IPS	ORTODONCISTA	Masculino	(40 - 50]	Media	(12 - 13]
(210, 240]	SALUD IPS	JEFES	Masculino	(40 - 50]	Media	(12 - 13]
(210, 240]	RECREACION Y TURISMO	COORDINADOR	Masculino	(40 - 50]	Media	(07 - 08]
(210, 240]	DROGUERIAS	SUPERVISOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	SUPERVISOR	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	ADMINISTRADOR	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	TECNICO	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	ADMINISTRACION	COORDINADOR	Masculino	(40 - 50]	Media	(07 - 08]
(210, 240]	SUPERMERCADOS	ADMINISTRADOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	EDUCACION	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	DROGUERIAS	COORDINADOR	Masculino	(40 - 50]	Media	(05 - 06]
(210, 240]	EDUCACION	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	ESPECIALISTA	Masculino	(40 - 50]	Media	(12 - 13]
(210, 240]	DROGUERIAS	COORDINADOR	Masculino	(40 - 50]	Media	(09 - 10]
(210, 240]	EDUCACION	BIBLIOTECOLOGO	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	CREDITO SOCIAL	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	ASESOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	DROGUERIAS	ANALISTA I	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	SUPERMERCADOS	JEFES	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	ADMINISTRACION	CAJERO	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	VIVIENDA	ANALISTA I	Masculino	(40 - 50]	Media	(04 - 05]
(210, 240]	DROGUERIAS	COORDINADOR	Masculino	(40 - 50]	Media	(05 - 06]
(210, 240]	SALUD IPS	AUXILIAR	Masculino	(30 - 40]	Media	(01 - 02]
(210, 240]	DROGUERIAS	JEFES	Masculino	(40 - 50]	Media	(12 - 13]
(210, 240]	SALUD IPS	AUXILIAR	Masculino	(30 - 40]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	SUPERVISOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	SALUD IPS	CAMILLERO	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	DROGUERIAS	AUXILIAR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	SALUD IPS	CONDUCTOR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	EDUCACION	CONDUCTOR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	COORDINADOR	Masculino	(40 - 50]	Media	(04 - 05]
(210, 240]	EDUCACION	CONDUCTOR	Masculino	(50 - 60]	Media	(01 - 02]
(210, 240]	CREDITO SOCIAL	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	TECNICO	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	TECNICO	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	SUPERVISOR	Masculino	(40 - 50]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(60 - ...]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	JEFES	Femenino	(40 - 50]	Media	(04 - 05]
(210, 240]	RECREACION Y TURISMO	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	CAJERO	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	SUPERVISOR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	RECTOR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AMA DE LLAVES	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	RECREACION Y TURISMO	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	PANADERO	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Femenino	(50 - 60]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	ANALISTA I	Masculino	(40 - 50]	Media	(03 - 04]
(210, 240]	SALUD IPS	RESIDENTE	Masculino	(50 - 60]	Media	(07 - 08]
(210, 240]	RECREACION Y TURISMO	ALMACENISTA	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SUPERMERCADOS	REVISOR	Femenino	(40 - 50]	Media	(02 - 03]
(210, 240]	SUPERMERCADOS	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	RECREACION Y TURISMO	AUXILIAR	Masculino	(40 - 50]	Media	(01 - 02]
(210, 240]	SALUD IPS	AUXILIAR	Femenino	(40 - 50]	Media	(01 - 02]
(210, 240]	EDUCACION	JEFES	Femenino	(40 - 50]	Media	(07 - 08]
(210, 240]	RECREACION Y TURISMO	GESTOR	Femenino	(40 - 50]	Media	(12 - 13]
(210, 240]	RECREACION Y TURISMO	CAJERO	Femenino	(40 - 50]	Media	(01 - 02]
